epoch,total_reward,avg_reward_per_step,num_episodes,avg_cost,lambda,pi_loss,loss_vr,loss_vc
86,-5373.229732948605,-1.3118236652706554,426,0.0,0.01399999999999993,-0.013327040709555149,9.684487342834473,7.27299484424293e-05
87,-5292.377799825613,-1.29208442378555,430,0.0,0.012999999999999928,-0.015155530534684658,9.078367233276367,6.886119081173092e-05
88,-5262.628943606652,-1.2848215194352177,436,0.0,0.011999999999999927,-0.012635540217161179,8.288553237915039,6.370535265887156e-05
89,-5281.7444748381795,-1.28948839717729,448,0.0,0.010999999999999927,-0.012377498671412468,7.63621711730957,5.725330993300304e-05
90,-5236.222120607282,-1.2783745411638872,448,0.0,0.009999999999999926,-0.0024189483374357224,7.212103366851807,5.0912072765640914e-05
91,-5075.62794557127,-1.2391669788992359,446,0.0,0.008999999999999925,-0.007749687414616346,6.752266883850098,5.371476800064556e-05
92,-4999.551066818447,-1.2205935221724724,454,0.0,0.007999999999999924,-0.016894079744815826,5.979633808135986,4.9639493227005005e-05
93,-5085.0845352936985,-1.2414757166244381,446,0.0,0.006999999999999924,-0.0011331799905747175,6.402785301208496,5.296422750689089e-05
94,-4909.029103493955,-1.1984934334702038,448,0.0,0.005999999999999924,-0.00408519059419632,5.858874797821045,4.53912143711932e-05
95,-4948.590822349558,-1.208152056237685,456,0.0,0.004999999999999924,-0.0003998465836048126,5.541018009185791,4.6396857214858755e-05
96,-4917.790411594487,-1.2006324247056852,457,0.0,0.003999999999999924,-0.013898156583309174,5.532395362854004,4.4283224269747734e-05
97,-4696.613961329634,-1.1466342679027426,448,0.0,0.0029999999999999237,-0.010307001881301403,4.69770622253418,4.348763468442485e-05
98,-4807.296849000652,-1.17365645727555,446,0.0,0.0019999999999999237,-0.014798265881836414,4.914795875549316,4.428851025295444e-05
99,-4655.482984849333,-1.1365925255979816,447,0.0,0.0009999999999999237,-0.01361676212400198,4.260734558105469,4.0902039472712204e-05
100,-4600.427770183573,-1.1231513110799738,432,0.0,0.0,-0.0009943130426108837,4.871790885925293,4.5537315600086004e-05
