epoch,total_reward,avg_reward_per_step,num_episodes,goal_reached,goal_reach_rate,avg_cost,lambda,pi_loss,loss_vr,loss_vc
40,-3934.0188190230333,-0.9604538132380452,384,0,0.0,0.0,0.05999999999999997,-0.01207744237035513,7.228056907653809,0.00021496534463949502
41,-3929.6775005095005,-0.9593939210228273,380,0,0.0,0.0,0.05899999999999997,-0.012444020248949528,8.647695541381836,0.00020073333871550858
42,-3712.853722636681,-0.906458428378096,370,0,0.0,0.0,0.05799999999999997,-0.013634059578180313,5.57171106338501,0.00020777339523192495
43,-3672.155466960994,-0.896522330801024,372,0,0.0,0.0,0.05699999999999997,-0.012588709592819214,4.690185070037842,0.0001909172278828919
44,-3651.382829231486,-0.8914508860428433,366,0,0.0,0.0,0.055999999999999966,-0.016731709241867065,5.699477195739746,0.00018164271023124456
45,-3438.175998941845,-0.8393984372416614,357,0,0.0,0.0,0.054999999999999966,-0.006648619659245014,4.590084075927734,0.00018547021318227053
46,-3303.783416469679,-0.8065877481615428,338,0,0.0,0.0,0.053999999999999965,-0.004270889796316624,5.122338771820068,0.0001674810773693025
47,-3181.6687650153085,-0.7767746008338156,315,0,0.0,0.0,0.052999999999999964,-0.018259510397911072,21.76743507385254,0.00019015325233340263
48,-2971.827318611404,-0.7255437789578623,308,0,0.0,0.0,0.05199999999999996,-0.01578010618686676,9.132574081420898,0.00017205272160936147
49,-2814.0084854238507,-0.6870137903866823,302,0,0.0,0.0,0.05099999999999996,-0.013939066790044308,6.377687454223633,0.00016689735639374703
50,-2925.1129322966335,-0.7141388994864828,301,0,0.0,0.0,0.04999999999999996,-0.016306795179843903,19.919334411621094,0.00016616452194284648
51,-2796.9034497867674,-0.6828377562955975,296,0,0.0,0.0,0.04899999999999996,-0.01584826409816742,20.93911361694336,0.00015509345394093543
52,-2860.4473167441943,-0.6983513956895006,277,0,0.0,0.0,0.04799999999999996,-0.01794898882508278,39.75598907470703,0.00017757288878783584
53,-2605.659950733298,-0.6361474489094966,280,0,0.0,0.0,0.04699999999999996,-0.01799258589744568,16.973180770874023,0.00014172906230669469
54,-2579.3243984658343,-0.6297178707191978,286,0,0.0,0.0,0.04599999999999996,-0.013855481520295143,5.73330020904541,0.00013951229630038142
55,-2538.3526771644347,-0.6197150090733483,274,0,0.0,0.0,0.04499999999999996,-0.015731938183307648,13.877009391784668,0.00014065930736251175
56,-2423.9438362279084,-0.5917831631415792,273,0,0.0,0.0,0.043999999999999956,-0.007135314866900444,8.35540771484375,0.000125160047900863
57,-2449.541832378471,-0.5980326739205252,249,0,0.0,0.0,0.042999999999999955,-0.017555277794599533,25.451171875,0.0001382969639962539
58,-2549.2903521815106,-0.6223853398880641,252,0,0.0,0.0,0.041999999999999954,-0.017315475270152092,38.47776794433594,0.00013505853712558746
59,-2392.074934897953,-0.5840026696528205,250,0,0.0,0.0,0.04099999999999995,-0.017991693690419197,26.599891662597656,0.00013504236994776875
60,-2399.3417479684867,-0.5857767939376188,259,0,0.0,0.0,0.03999999999999995,-0.018238812685012817,21.677947998046875,0.00012536669964902103
61,-2279.4868143394647,-0.5565153355320959,256,0,0.0,0.0,0.03899999999999995,-0.015831507742404938,15.08604621887207,0.00010497967741684988
62,-2357.201755206738,-0.5754887097672701,258,0,0.0,0.0,0.03799999999999995,-0.01568480022251606,18.64982795715332,0.00011435679334681481
63,-2561.3602057079484,-0.6253320814716671,242,0,0.0,0.0,0.03699999999999995,-0.017908331006765366,46.58518600463867,0.0001276508701266721
64,-2475.3426937468266,-0.6043317123405338,247,0,0.0,0.0,0.03599999999999995,-0.017032744362950325,41.679622650146484,0.00011258668382652104
65,-2398.753418865622,-0.5856331589027397,254,0,0.0,0.0,0.03499999999999995,-0.016895044595003128,33.98233413696289,0.00010109152208315209
66,-2308.258490129666,-0.563539670441813,258,0,0.0,0.0,0.03399999999999995,-0.015215164050459862,13.71232795715332,9.985939686885104e-05
67,-2173.480160017415,-0.5306348046917517,254,0,0.0,0.0,0.032999999999999946,-0.01601066254079342,8.391773223876953,8.547363540856168e-05
68,-2134.995283668907,-0.5212390829269793,253,0,0.0,0.0,0.031999999999999945,-0.016623983159661293,14.81840991973877,8.569630153942853e-05
69,-2126.532204204722,-0.5191729014171684,247,0,0.0,0.0,0.030999999999999944,-0.01563914865255356,16.47795867919922,9.049478103406727e-05
70,-2188.487690621263,-0.5342987525930818,239,0,0.0,0.0,0.029999999999999943,-0.016016574576497078,32.847862243652344,0.0001024193043122068
71,-1951.029693592492,-0.4763256087872295,247,0,0.0,0.0,0.028999999999999942,-0.018033595755696297,6.464775085449219,7.295358227565885e-05
72,-2186.2271769599033,-0.5337468693749764,236,0,0.0,0.0,0.02799999999999994,-0.01927698776125908,26.991168975830078,0.00010317967826267704
73,-2119.3121450875033,-0.5174101916717537,232,0,0.0,0.0,0.02699999999999994,-0.020182788372039795,28.151103973388672,9.691229206509888e-05
74,-2066.251391234618,-0.5044559060631392,239,0,0.0,0.0,0.02599999999999994,-0.017732344567775726,18.33104705810547,7.804929919075221e-05
75,-2074.4160708708164,-0.5064492360524454,250,0,0.0,0.0,0.02499999999999994,-0.015048298053443432,17.318817138671875,6.874294194858521e-05
76,-1908.0158950630173,-0.46582419313061946,250,0,0.0,0.0,0.023999999999999938,-0.01719796657562256,4.059138298034668,5.915123620070517e-05
77,-2059.744902217678,-0.5028674077679878,236,0,0.0,0.0,0.022999999999999937,-0.015606965869665146,21.240068435668945,7.738760905340314e-05
78,-2077.0706451154238,-0.5070973254676328,233,0,0.0,0.0,0.021999999999999936,-0.020783036947250366,25.1791934967041,7.910206477390602e-05
79,-2074.6961460341317,-0.5065176137778642,231,0,0.0,0.0,0.020999999999999935,-0.005753740668296814,29.82415008544922,8.058358071139082e-05
80,-2109.085956338919,-0.5149135635593064,244,0,0.0,0.0,0.019999999999999934,-0.01848006621003151,23.42122459411621,6.542862684000283e-05
81,-1973.6208858924522,-0.48184103659483696,251,0,0.0,0.0,0.018999999999999934,-0.014248237013816833,5.292489051818848,5.167869676370174e-05
82,-1944.9140260089237,-0.4748325258810849,247,0,0.0,0.0,0.017999999999999933,-0.015061006881296635,4.7795586585998535,4.728956992039457e-05
83,-1871.2622795338211,-0.4568511424643118,238,0,0.0,0.0,0.016999999999999932,-0.004799625836312771,12.718017578125,4.838821405428462e-05
84,-1962.8069010397999,-0.4792009035741699,239,0,0.0,0.0,0.01599999999999993,-0.018434684723615646,16.275047302246094,5.6563741964055225e-05
85,-1896.747873184088,-0.46307321122658396,232,0,0.0,0.0,0.01499999999999993,-0.017017066478729248,11.012773513793945,4.9609370762482285e-05
86,-1825.5147310481289,-0.4456823073847971,229,0,0.0,0.0,0.01399999999999993,-0.019458983093500137,13.73315143585205,5.703409624402411e-05
87,-1967.4053197572507,-0.48032356439386004,214,0,0.0,0.0,0.012999999999999928,-0.019545234739780426,46.12567901611328,8.144439925672486e-05
88,-1898.919642280544,-0.4636034282911484,223,0,0.0,0.0,0.011999999999999927,-0.01635589450597763,30.779584884643555,6.166991079226136e-05
89,-1849.9947554861299,-0.4516588758511059,228,0,0.0,0.0,0.010999999999999927,-0.017843132838606834,11.661407470703125,4.238531619193964e-05
90,-1812.0342027925565,-0.4423911627911515,233,0,0.0,0.0,0.009999999999999926,-0.015446623787283897,13.152424812316895,5.427852738648653e-05
91,-1936.0541687496166,-0.47266947479238686,236,0,0.0,0.0,0.008999999999999925,-0.015408376231789589,10.428937911987305,4.169647581875324e-05
92,-1850.5013594410268,-0.45178255845728194,228,0,0.0,0.0,0.007999999999999924,-0.019179288297891617,20.39982032775879,4.924210952594876e-05
93,-1880.4584141157327,-0.4590962925087238,233,0,0.0,0.0,0.006999999999999924,-0.01396321039646864,11.020947456359863,4.306763003114611e-05
94,-1799.9717575438497,-0.4394462298691039,222,0,0.0,0.0,0.005999999999999924,-0.01622583344578743,14.167203903198242,4.030310083180666e-05
95,-1980.584873245067,-0.48354122881959644,223,0,0.0,0.0,0.004999999999999924,-0.009074117057025433,33.615997314453125,5.307284300215542e-05
96,-1618.9832230551192,-0.3952595759411912,228,0,0.0,0.0,0.003999999999999924,-0.013622699305415154,4.799454212188721,3.057775757042691e-05
97,-1672.3423950195686,-0.40828671753407436,220,0,0.0,0.0,0.0029999999999999237,-0.0163554809987545,14.412823677062988,3.669901707326062e-05
98,-1670.53971875014,-0.4078466110229834,220,0,0.0,0.0,0.0019999999999999237,-0.018259400501847267,17.70481300354004,3.981466215918772e-05
99,-1589.2473140702186,-0.38799983253667447,222,0,0.0,0.0,0.0009999999999999237,-0.005196548067033291,4.763556480407715,2.7915270038647577e-05
100,-1517.5394671318127,-0.3704930339677277,206,0,0.0,0.0,0.0,-0.019675705581903458,14.70598316192627,3.757602462428622e-05
101,-1412.0575628999395,-0.34474061594236804,202,0,0.0,0.0,0.0,-0.006342666689306498,7.330390930175781,3.0381119358935393e-05
102,-1632.228273101116,-0.39849323073757714,188,0,0.0,0.0,0.0,-0.021092066541314125,37.60977554321289,7.132956670830026e-05
103,-2151.1446550600217,-0.5251818005517631,190,0,0.0,0.001953125,0.0,-0.020003657788038254,84.81993103027344,0.06297683715820312
104,-1548.2572185189838,-0.3779924849899863,184,0,0.0,0.001220703125,0.0,-0.0199454165995121,35.65949249267578,0.04553523287177086
105,-1544.6815331830796,-0.3771195149372753,195,0,0.0,0.00048828125,0.0,-0.018971461802721024,32.16606140136719,0.008023768663406372
106,-1336.5945092833465,-0.3263170188680045,192,0,0.0,0.000244140625,0.0,-0.019581131637096405,12.694875717163086,0.002243748400360346
107,-1322.6873539355709,-0.3229217172694265,189,0,0.0,0.00048828125,0.0,-0.002615553792566061,16.957096099853516,0.008003385737538338
108,-1279.6976393351658,-0.31242618147831197,190,0,0.0,0.003662109375,0.0,-0.016838008537888527,23.623300552368164,0.10698942095041275
109,-1186.555958261955,-0.28968651324754763,189,0,0.0,0.001220703125,0.0,-0.014618691988289356,16.01004409790039,0.04568605497479439
110,-1325.6483629181803,-0.32364461985307136,184,0,0.0,0.001220703125,0.0,-0.017268894240260124,23.031267166137695,0.044801220297813416
111,-1424.5336287493083,-0.3477865304563741,185,0,0.0,0.00048828125,0.0,-0.019794613122940063,34.79508590698242,0.008376400917768478
112,-1372.248342832094,-0.3350215680742417,182,0,0.0,0.005126953125,0.0,-0.016724050045013428,23.35852813720703,0.206374853849411
113,-1181.3937031989199,-0.2884261970700488,186,0,0.0,0.00048828125,0.0,-0.018838930875062943,11.042482376098633,0.004665798507630825
114,-1085.5278176545544,-0.26502143985706894,177,0,0.0,0.00439453125,0.0,-0.018708454445004463,8.115072250366211,0.12546949088573456
115,-1141.2562386500335,-0.27862701138916834,173,1,0.005780346820809248,0.001953125,0.0,-0.0035984220448881388,24.685075759887695,0.0597190335392952
116,-972.1326591763819,-0.23733707499423387,172,0,0.0,0.00341796875,0.0,-0.0010742543963715434,18.747739791870117,0.13234096765518188
117,-938.4867734603612,-0.229122747426846,166,0,0.0,0.0087890625,0.0,-0.015556015074253082,19.52264404296875,0.38294464349746704
118,-1027.8386280784268,-0.2509371650582097,163,0,0.0,0.017822265625,0.0,-0.005873287096619606,27.43970489501953,0.745091438293457
119,-1094.3681084187267,-0.2671797139694157,158,0,0.0,0.019287109375,0.0,-0.0030681046191602945,50.81504821777344,0.8499304056167603
120,-1342.806572270484,-0.3278336358082236,173,0,0.0,0.019287109375,0.0,-0.014596870169043541,44.57283401489258,0.8235663175582886
121,-904.9720246219972,-0.2209404356987298,165,0,0.0,0.019287109375,0.0,-0.008539488539099693,19.201377868652344,0.7446897625923157
122,-914.0264733513804,-0.22315099447055187,161,0,0.0,0.015380859375,0.0,-0.02033849246799946,27.72724151611328,0.5699828863143921
123,-911.4418711511325,-0.22251998807400697,151,1,0.006622516556291391,0.03076171875,0.0,-0.008110491558909416,41.4207878112793,1.3052514791488647
124,-685.8588545635783,-0.16744600941493612,151,0,0.0,0.02294921875,0.0,-0.015994103625416756,29.37683868408203,0.835715651512146
125,-856.0387804321024,-0.20899384287893125,152,0,0.0,0.018798828125,0.0,-0.01501352060586214,32.75357437133789,0.6875964999198914
126,-870.5228754396203,-0.21252999888662605,159,0,0.0,0.0205078125,0.0,-0.014912236481904984,22.916200637817383,0.8420919179916382
127,-667.6816090885251,-0.1630082053438782,155,2,0.012903225806451613,0.01318359375,0.0,-0.014339156448841095,15.29438304901123,0.487133264541626
128,-773.8875865414266,-0.18893739905796547,152,2,0.013157894736842105,0.018310546875,0.0,-0.004531519953161478,33.58781814575195,0.6775429248809814
129,-859.9434445629204,-0.20994713002024423,159,0,0.0,0.014892578125,0.0,-0.013958323746919632,17.332399368286133,0.5927435159683228
130,-628.5725369181821,-0.15346009202104055,157,1,0.006369426751592357,0.01171875,0.0,-0.0028918315656483173,18.426095962524414,0.4561495780944824
131,-900.7731174220587,-0.2199153118706198,149,0,0.0,0.01953125,0.0,-0.0028535015881061554,32.32184600830078,0.7492046356201172
132,-672.2433778415167,-0.16412191841833904,149,1,0.006711409395973154,0.025390625,0.0,-0.016362350434064865,30.366100311279297,1.0748661756515503
133,-896.6543833396058,-0.21890976155752095,150,0,0.0,0.00830078125,0.0,-0.00047126226127147675,36.07745361328125,0.3615802526473999
134,-714.2083119363375,-0.1743672636563324,160,0,0.0,0.009033203125,0.0,-0.005414952524006367,19.660594940185547,0.3744205832481384
135,-902.2410858723539,-0.22027370260555515,150,0,0.0,0.021484375,0.0,-0.014423953369259834,50.37190246582031,1.0043920278549194
136,-937.2391718920624,-0.22881815720021054,155,0,0.0,0.01318359375,0.0,-0.020156903192400932,42.67274856567383,0.47525107860565186
137,-761.3057828403977,-0.18586566963876897,151,0,0.0,0.013671875,0.0,-0.01029994711279869,33.60010528564453,0.461503803730011
138,-817.678667334698,-0.19962858089226027,156,0,0.0,0.0087890625,0.0,-0.0035964290145784616,33.23938751220703,0.32669225335121155
139,-696.7846137010956,-0.17011343107936905,154,2,0.012987012987012988,0.01220703125,0.0,-0.01499934121966362,29.61345672607422,0.4993222653865814
140,-1001.4152515023533,-0.24448614538631672,159,0,0.0,0.010009765625,0.0,-0.003689523320645094,33.22209930419922,0.37025415897369385
141,-485.10026700998355,-0.11843268237548427,147,0,0.0,0.006103515625,0.0,-0.003232379676774144,16.958908081054688,0.21128113567829132
142,-1050.0058726104296,-0.25634908999278067,145,0,0.0,0.02001953125,0.0,-0.018236808478832245,61.813499450683594,0.7394911646842957
143,-784.3960655256099,-0.19150294568496334,144,0,0.0,0.017822265625,0.0,-0.004236995708197355,37.74884033203125,0.7622711658477783
144,-471.1776571870728,-0.11503360771168769,145,0,0.0,0.013671875,0.0,-0.015508524142205715,21.814048767089844,0.6166650652885437
145,-792.8493834557056,-0.19356674400774063,148,0,0.0,0.0107421875,0.0,-0.021429304033517838,42.06410217285156,0.45828965306282043
146,-656.9530262415442,-0.160388922422252,150,0,0.0,0.021728515625,0.0,-0.01616387814283371,25.23023223876953,0.7154971957206726
147,-551.183650827569,-0.13456632100282445,144,0,0.0,0.013916015625,0.0,-0.0032886287663131952,28.454395294189453,0.5054067969322205
148,-659.1982784217107,-0.16093707969280047,141,0,0.0,0.0234375,0.0,-0.01680793985724449,44.12983322143555,1.0509837865829468
149,-410.40125817962735,-0.10019561967276058,143,2,0.013986013986013986,0.019775390625,0.0,-0.014755969867110252,23.039125442504883,0.8056831359863281
150,-603.7990173268252,-0.14741186946455692,144,1,0.006944444444444444,0.01318359375,0.0,-0.018789807334542274,28.981882095336914,0.5126518607139587
151,-493.63361776865094,-0.12051601996304954,146,0,0.0,0.013671875,0.0,-0.01690411940217018,13.988483428955078,0.5405935645103455
152,-354.496122094125,-0.08654690480813598,138,0,0.0,0.01611328125,0.0,-0.002503178548067808,29.096004486083984,0.6419925093650818
153,-224.93534817181865,-0.05491585648726041,140,1,0.007142857142857143,0.02001953125,0.0,-0.014034487307071686,15.476192474365234,0.922254741191864
154,-508.8840022709038,-0.12423925836691987,140,0,0.0,0.0205078125,0.0,-0.019062234088778496,46.74696350097656,0.7944185137748718
155,-427.2062184789055,-0.10429839318332654,137,1,0.0072992700729927005,0.020751953125,0.0,-0.014591988176107407,29.004074096679688,0.9400647878646851
156,-186.32598125902157,-0.045489741518315814,138,0,0.0,0.03369140625,0.0,-0.0014038782101124525,15.516377449035645,1.3822028636932373
157,-142.8676069205029,-0.034879786845825905,136,0,0.0,0.025634765625,0.0,-0.01282653957605362,10.501908302307129,1.0968714952468872
158,-213.33040587581795,-0.052082618622025866,135,1,0.007407407407407408,0.0244140625,0.0,-0.0027231494896113873,26.282495498657227,1.127683162689209
159,-333.8073245127216,-0.08149592883611367,138,0,0.0,0.007568359375,0.0,7.275235839188099e-05,29.851882934570312,0.3409254550933838
160,-377.35968256064376,-0.09212882875015717,142,1,0.007042253521126761,0.014404296875,0.0,0.0007878993637859821,14.961898803710938,0.6621925830841064
161,-112.52649206270661,-0.02747228810124673,134,0,0.0,0.022705078125,0.0,-0.012572959996759892,15.317346572875977,1.0533920526504517
162,-79.43683843456257,-0.01939375938343813,139,0,0.0,0.01416015625,0.0,-0.005666499026119709,8.83172607421875,0.6945025324821472
163,-110.10659637019367,-0.026881493254441814,134,1,0.007462686567164179,0.02197265625,0.0,0.0010996353812515736,18.55512237548828,1.023374319076538
164,-285.682363632983,-0.06974667080883375,135,0,0.0,0.031982421875,0.0,-0.0008964152075350285,23.310951232910156,1.3243831396102905
165,19.761289277010505,0.004824533514895143,132,0,0.0,0.029541015625,0.0,-0.00274218013510108,17.57813262939453,1.270300030708313
166,8.418338462973175,0.0020552584138118103,133,1,0.007518796992481203,0.023193359375,0.0,-0.01699129305779934,15.173687934875488,1.1092760562896729
167,-71.20531071314473,-0.01738410906082635,134,1,0.007462686567164179,0.023193359375,0.0,-0.01750788278877735,23.759490966796875,1.1532564163208008
168,-28.829941442192844,-0.007038559922410362,132,0,0.0,0.043212890625,0.0,-0.011017254553735256,18.807464599609375,1.590956211090088
169,-164.81694508096956,-0.040238511982658584,131,3,0.022900763358778626,0.02685546875,0.0,-0.016958288848400116,30.366453170776367,1.1062594652175903
170,-12.533345489529081,-0.003059898801154561,132,1,0.007575757575757576,0.02978515625,0.0,-0.015231375582516193,17.427371978759766,1.091768741607666
171,-90.07311527358642,-0.021990506658590436,133,0,0.0,0.043701171875,0.0,-0.00314697390422225,17.30705451965332,1.6695988178253174
172,-196.03042616617364,-0.047858990763225986,132,0,0.0,0.028564453125,0.0,-0.016286030411720276,31.3747615814209,1.2309678792953491
173,-25.025611207519354,-0.00610976836121078,131,1,0.007633587786259542,0.0302734375,0.0,-0.01716362126171589,20.02412986755371,1.363538384437561
174,-96.86401252931543,-0.0236484405589149,132,0,0.0,0.03173828125,0.0,-0.013439945876598358,25.12659454345703,1.573875904083252
175,-60.56617738945114,-0.01478666440172147,131,1,0.007633587786259542,0.0224609375,0.0,-0.018358301371335983,31.040569305419922,1.0165143013000488
176,-32.610949903765,-0.007961657691348876,133,1,0.007518796992481203,0.02099609375,0.0,-0.019344689324498177,23.19036865234375,1.0128815174102783
177,-44.271387792388154,-0.010808444285251014,130,0,0.0,0.019775390625,0.0,-0.01674318127334118,26.351070404052734,1.0004268884658813
178,31.631514177832425,0.0077225376410723695,130,1,0.007692307692307693,0.04052734375,0.0,-0.015732677653431892,18.795814514160156,1.8770976066589355
179,117.20393359919383,0.02861424160136568,129,1,0.007751937984496124,0.0390625,0.0,-0.001025887206196785,17.219348907470703,1.7993760108947754
180,81.2431716952888,0.019834758714670116,130,2,0.015384615384615385,0.027099609375,0.0,-0.003727385075762868,20.82388687133789,1.088637113571167
181,-11.839329233966616,-0.002890461238761381,132,0,0.0,0.041015625,0.0,-0.017489507794380188,17.908889770507812,1.343622088432312
182,112.37947458999236,0.027436395163572352,130,0,0.0,0.04443359375,0.0,-0.002683966653421521,21.586366653442383,2.0017051696777344
183,216.7418836079691,0.05291549892772683,128,1,0.0078125,0.037109375,0.0,-0.013737369328737259,16.794185638427734,1.7640364170074463
184,10.054602948035697,0.0024547370478602776,129,2,0.015503875968992248,0.03857421875,0.0,-2.7474015951156616e-08,19.85458755493164,1.7328715324401855
185,232.83542675672612,0.05684458661052884,129,2,0.015503875968992248,0.03466796875,0.0,0.0023190747015178204,19.46660614013672,1.63557767868042
186,230.73089966944224,0.05633078605210992,129,4,0.031007751937984496,0.038330078125,0.0,-0.014590422622859478,11.014399528503418,1.6195968389511108
187,171.37404236579323,0.04183936581196124,129,4,0.031007751937984496,0.031494140625,0.0,-2.3283064365386963e-10,14.981330871582031,1.3925920724868774
188,20.262420835246527,0.004946880086730109,130,1,0.007692307692307693,0.04052734375,0.0,-0.0010282061994075775,15.394645690917969,1.56270432472229
189,-27.034235763642283,-0.006600155215732979,130,1,0.007692307692307693,0.044677734375,0.0,-0.018390480428934097,25.970138549804688,1.915671706199646
190,56.233646957788615,0.013728917714303861,128,0,0.0,0.042236328125,0.0,-0.00642007403075695,15.580178260803223,1.8211047649383545
191,315.8725645437991,0.07711732532807596,128,2,0.015625,0.03857421875,0.0,-0.004597627557814121,7.859604358673096,1.5221549272537231
192,-186.42561322078262,-0.04551406572773013,131,0,0.0,0.01708984375,0.0,-0.009879794903099537,41.79063034057617,0.8325335383415222
193,355.0142175510462,0.08667339295679839,128,2,0.015625,0.018310546875,0.0,-0.012546935118734837,8.065242767333984,0.8524937629699707
194,319.9307362860251,0.07810808991358034,128,3,0.0234375,0.01123046875,0.0,-0.011232007294893265,9.518204689025879,0.5475447773933411
195,255.6997210527981,0.06242668971015579,128,4,0.03125,0.02294921875,0.0,-0.012847799807786942,8.75864028930664,1.2243380546569824
196,402.7996948100388,0.09833976924073212,128,5,0.0390625,0.020263671875,0.0,2.3748725652694702e-08,8.65925407409668,0.9240207076072693
197,445.4877474242262,0.10876165708599272,128,4,0.03125,0.065185546875,0.00030371093749999994,0.003284251317381859,6.163277626037598,2.3435189723968506
198,279.82352939791366,0.06831629135691251,128,3,0.0234375,0.078857421875,0.0008808593749999999,-0.004074950702488422,7.833601474761963,2.8232462406158447
199,343.1570525351232,0.08377857727908282,129,1,0.007751937984496124,0.05224609375,0.0009257812499999998,1.210719347000122e-08,7.23985481262207,1.7719166278839111
200,185.3640180600553,0.045254887221693185,128,5,0.0390625,0.032958984375,0.0005849609374999998,-1.1408701539039612e-08,31.92190170288086,1.5713019371032715
