0.000000000000000000e+00,1.360922918350069813e+04
2.083333333333333218e-02,1.630582066896208562e+04
4.166666666666666435e-02,1.586658153394904002e+04
6.250000000000000000e-02,1.459060427410007105e+04
8.333333333333332871e-02,1.436406350348138221e+04
1.041666666666666574e-01,1.541160137961325017e+04
1.250000000000000000e-01,1.493573870359942885e+04
1.458333333333333148e-01,1.410880359673636485e+04
1.666666666666666574e-01,1.450860426027106951e+04
1.875000000000000000e-01,1.507378144445044018e+04
2.083333333333333148e-01,1.500187335474044812e+04
2.291666666666666574e-01,1.382731155262923494e+04
2.500000000000000000e-01,1.373630202201140492e+04
2.708333333333333148e-01,1.562623492438072208e+04
2.916666666666666297e-01,1.531037380986438075e+04
3.125000000000000000e-01,1.326323845159143457e+04
3.333333333333333148e-01,1.359486083200114808e+04
3.541666666666666297e-01,1.573093227394762289e+04
3.750000000000000000e-01,1.530758556562683225e+04
3.958333333333333148e-01,1.286200574595373837e+04
4.166666666666666297e-01,1.335746372790230453e+04
4.375000000000000000e-01,1.616520638072815200e+04
4.583333333333333148e-01,1.530229833595138552e+04
4.791666666666666297e-01,1.272730434225522549e+04
5.000000000000000000e-01,1.358758490720618647e+04
5.208333333333332593e-01,1.616117839081580678e+04
5.416666666666666297e-01,1.493168335580790153e+04
5.625000000000000000e-01,1.272168925982447399e+04
5.833333333333332593e-01,1.384368929737523285e+04
6.041666666666666297e-01,1.587855258984239481e+04
6.250000000000000000e-01,1.512774859868760905e+04
6.458333333333332593e-01,1.280591308118049346e+04
6.666666666666666297e-01,1.358059753774727869e+04
6.875000000000000000e-01,1.615744279315395397e+04
7.083333333333332593e-01,1.529640638495611347e+04
7.291666666666666297e-01,1.271688509691179206e+04
7.500000000000000000e-01,1.357589066979190102e+04
7.708333333333332593e-01,1.615462397673849773e+04
7.916666666666666297e-01,1.529485230790766218e+04
8.125000000000000000e-01,1.271518084358479609e+04
8.333333333333332593e-01,1.339227067171014278e+04
8.541666666666666297e-01,1.599984414219403698e+04
8.750000000000000000e-01,1.529707896112690651e+04
8.958333333333332593e-01,1.271719455602121889e+04
9.166666666666666297e-01,1.357643537661781011e+04
9.375000000000000000e-01,1.615525053293706151e+04
9.583333333333332593e-01,1.529571996026370834e+04
9.791666666666666297e-01,1.271643992523525230e+04
1.000000000000000000e+00,1.357504062154693020e+04
1.020833333333333259e+00,1.615377202202253829e+04
1.041666666666666519e+00,1.529497244435504399e+04
1.062500000000000000e+00,1.271625914383272902e+04
1.083333333333333259e+00,1.357515153681492302e+04
1.104166666666666519e+00,1.585297998426918275e+04
1.125000000000000000e+00,1.529593391632510975e+04
1.145833333333333259e+00,1.271748729201053720e+04
1.166666666666666519e+00,1.357662982698590349e+04
1.187500000000000000e+00,1.615313538756559865e+04
1.208333333333333259e+00,1.529330462813834311e+04
1.229166666666666519e+00,1.276731324750285057e+04
1.250000000000000000e+00,1.381100491744407918e+04
1.270833333333333259e+00,1.615488907891570489e+04
1.291666666666666519e+00,1.518497560417717614e+04
1.312500000000000000e+00,1.272058366920044864e+04
1.333333333333333259e+00,1.357891922230965429e+04
1.354166666666666519e+00,1.588641230003862438e+04
1.375000000000000000e+00,1.529638967785442219e+04
1.395833333333333259e+00,1.271824873189506980e+04
1.416666666666666519e+00,1.357719300126555027e+04
1.437500000000000000e+00,1.615428963987511452e+04
1.458333333333333259e+00,1.519558444843961843e+04
1.479166666666666519e+00,1.271675529234845453e+04
1.500000000000000000e+00,1.357558952266200504e+04
1.520833333333333259e+00,1.608269004472798042e+04
1.541666666666666519e+00,1.528541991841793788e+04
1.562500000000000000e+00,1.271565845044983507e+04
1.583333333333333259e+00,1.357514240053540925e+04
1.604166666666666519e+00,1.568939707786266445e+04
1.625000000000000000e+00,1.529733128851346191e+04
1.645833333333333259e+00,1.337917687349812331e+04
1.666666666666666519e+00,1.348202590362226692e+04
1.687500000000000000e+00,1.529730725981649084e+04
1.708333333333333259e+00,1.529605818970575274e+04
1.729166666666666519e+00,1.357801969311933863e+04
1.750000000000000000e+00,1.384569780215208812e+04
1.770833333333333259e+00,1.529661252391820381e+04
1.791666666666666519e+00,1.529468958884815947e+04
1.812500000000000000e+00,1.357723317629381199e+04
1.833333333333333259e+00,1.358659392855149417e+04
1.854166666666666519e+00,1.529657015449247046e+04
1.875000000000000000e+00,1.529409830865497133e+04
1.895833333333333259e+00,1.357725344009846594e+04
1.916666666666666519e+00,1.357278428905311011e+04
1.937500000000000000e+00,1.529761609009968015e+04
1.958333333333333259e+00,1.532996410752212250e+04
1.979166666666666519e+00,1.357982586724454814e+04
2.000000000000000000e+00,1.364499079855752643e+04
2.020833333333333037e+00,1.529700866297501852e+04
2.041666666666666519e+00,1.529524516346485689e+04
2.062500000000000000e+00,1.357685880270990674e+04
2.083333333333333037e+00,1.360300926197474837e+04
2.104166666666666519e+00,1.529517300876197987e+04
2.125000000000000000e+00,1.529402254622961482e+04
2.145833333333333037e+00,1.357597694472431976e+04
2.166666666666666519e+00,1.358177516541545992e+04
2.187500000000000000e+00,1.529932090044001598e+04
2.208333333333333037e+00,1.529662391838917392e+04
2.229166666666666519e+00,1.357828104002310647e+04
2.250000000000000000e+00,1.357707393468037844e+04
2.270833333333333037e+00,1.529474219730192272e+04
2.291666666666666519e+00,1.529366972567965786e+04
2.312500000000000000e+00,1.357584642471487678e+04
2.333333333333333037e+00,1.393357825770535783e+04
2.354166666666666519e+00,1.529742905064489605e+04
2.375000000000000000e+00,1.528747216698970806e+04
2.395833333333333037e+00,1.357793239582555907e+04
2.416666666666666519e+00,1.319640991842451331e+04
2.437500000000000000e+00,1.529687348373789428e+04
2.458333333333333037e+00,1.555354059204686564e+04
2.479166666666666519e+00,1.357884357736074890e+04
2.500000000000000000e+00,1.337336339095587755e+04
2.520833333333333037e+00,1.529932368501757082e+04
2.541666666666666519e+00,1.529735457113756638e+04
2.562500000000000000e+00,1.357748215905102188e+04
2.583333333333333037e+00,1.357598073039352676e+04
2.604166666666666519e+00,1.529579480181193867e+04
2.625000000000000000e+00,1.529555187896054485e+04
2.645833333333333037e+00,1.357611524549042224e+04
2.666666666666666519e+00,1.372068808063775214e+04
2.687500000000000000e+00,1.529746037938027439e+04
2.708333333333333037e+00,1.529535219224142929e+04
2.729166666666666519e+00,1.378432611543070016e+04
2.750000000000000000e+00,1.330555911061618826e+04
2.770833333333333037e+00,1.529831861739115993e+04
2.791666666666666519e+00,1.568022168497836901e+04
2.812500000000000000e+00,1.358124688075666199e+04
2.833333333333333037e+00,1.279125555540054120e+04
2.854166666666666519e+00,1.545123488700529197e+04
2.875000000000000000e+00,1.615621387285479068e+04
2.895833333333333037e+00,1.355529098169651843e+04
2.916666666666666519e+00,1.271775933080546747e+04
2.937500000000000000e+00,1.529401143926821533e+04
2.958333333333333037e+00,1.584997833522485234e+04
2.979166666666666519e+00,1.355586166779939595e+04
3.000000000000000000e+00,1.272650253707276715e+04
3.020833333333333037e+00,1.529473739739493976e+04
3.041666666666666519e+00,1.615525734306412051e+04
3.062500000000000000e+00,1.357633538923781452e+04
3.083333333333333037e+00,1.271456645425392708e+04
3.104166666666666519e+00,1.529277089586588409e+04
3.125000000000000000e+00,1.574046227900749000e+04
3.145833333333333037e+00,1.103616039068494865e+04
3.166666666666666519e+00,1.162688490569648638e+04
3.187500000000000000e+00,1.471679546439852857e+04
3.208333333333333037e+00,1.414400053453837972e+04
3.229166666666666519e+00,1.241188197695502458e+04
3.250000000000000000e+00,1.357975933613627058e+04
3.270833333333333037e+00,1.607179027259193026e+04
3.291666666666666519e+00,1.365352839797643173e+04
3.312500000000000000e+00,1.313911627341393250e+04
3.333333333333333037e+00,1.503246440801258359e+04
3.354166666666666519e+00,1.512596385329929399e+04
3.375000000000000000e+00,1.360092786223388612e+04
3.395833333333333037e+00,1.404772588294394882e+04
3.416666666666666519e+00,1.530073447995533570e+04
3.437500000000000000e+00,1.416141683760723026e+04
3.458333333333333037e+00,1.412717796030185127e+04
3.479166666666666519e+00,1.498212567741864405e+04
3.500000000000000000e+00,1.451007434145810475e+04
3.520833333333333037e+00,1.364037325119457455e+04
3.541666666666666519e+00,1.499704360423398975e+04
3.562500000000000000e+00,1.507550105980686567e+04
3.583333333333333037e+00,1.392126588139501109e+04
3.604166666666666519e+00,1.398702557017822255e+04
3.625000000000000000e+00,1.532864951841704169e+04
3.645833333333333037e+00,1.472023868416474579e+04
3.666666666666666519e+00,1.365045580155970310e+04
3.687500000000000000e+00,1.466014087500097958e+04
3.708333333333333037e+00,1.502441832908434299e+04
3.729166666666666519e+00,1.445056642394818482e+04
3.750000000000000000e+00,1.433559870911224789e+04
3.770833333333333037e+00,1.487776948096837805e+04
3.791666666666666519e+00,1.417739142392839130e+04
3.812500000000000000e+00,1.415145171396866499e+04
3.833333333333333037e+00,1.529155505108719444e+04
3.854166666666666519e+00,1.459987411899055587e+04
3.875000000000000000e+00,1.348830966866402377e+04
3.895833333333333037e+00,1.446132809217012255e+04
3.916666666666666519e+00,1.530501822951529539e+04
3.937500000000000000e+00,1.396266991423247237e+04
3.958333333333333037e+00,1.383542256060619547e+04
3.979166666666666519e+00,1.530129005837143632e+04
4.000000000000000000e+00,1.469042659223329974e+04
4.020833333333333037e+00,1.358227720783645054e+04
4.041666666666666075e+00,1.433203041278375167e+04
4.062500000000000000e+00,1.530377783673076556e+04
4.083333333333333037e+00,1.380822067012502157e+04
4.104166666666666075e+00,1.396842343910372801e+04
4.125000000000000000e+00,1.562524542183665835e+04
4.145833333333333037e+00,1.456570525742392783e+04
4.166666666666666075e+00,1.321295635130418668e+04
4.187500000000000000e+00,1.477074176302407068e+04
4.208333333333333037e+00,1.552324774836096549e+04
4.229166666666666075e+00,1.358152688293709434e+04
4.250000000000000000e+00,1.363587480457588026e+04
4.270833333333333037e+00,1.530281823533552233e+04
4.291666666666666075e+00,1.533822057239161586e+04
4.312500000000000000e+00,1.321673761376504262e+04
4.333333333333333037e+00,1.406199436263840471e+04
4.354166666666666075e+00,1.545826131944909139e+04
4.375000000000000000e+00,1.444142695574368190e+04
4.395833333333333037e+00,1.378636986985808835e+04
4.416666666666666075e+00,1.446412433948022590e+04
4.437500000000000000e+00,1.505294708111901855e+04
4.458333333333333037e+00,1.441978837803003989e+04
4.479166666666666075e+00,1.417385904203039900e+04
4.500000000000000000e+00,1.448869358103777995e+04
4.520833333333333037e+00,1.444275562465398980e+04
4.541666666666666075e+00,1.461360514221567064e+04
4.562500000000000000e+00,1.444579269727375868e+04
4.583333333333333037e+00,1.442968406315330503e+04
4.604166666666666075e+00,1.411815589487964462e+04
4.625000000000000000e+00,1.511449104435007030e+04
4.645833333333333037e+00,1.439010633548425903e+04
4.666666666666666075e+00,1.365891365192698504e+04
4.687500000000000000e+00,1.481109040215099958e+04
4.708333333333333037e+00,1.530185686683412496e+04
4.729166666666666075e+00,1.356863512572236141e+04
4.750000000000000000e+00,1.377062917768862826e+04
4.770833333333333037e+00,1.581870062751955993e+04
4.791666666666666075e+00,1.501324784329583053e+04
4.812500000000000000e+00,1.272320650724205552e+04
4.833333333333333037e+00,1.427125336200222591e+04
4.854166666666666075e+00,1.616060586839555981e+04
4.875000000000000000e+00,1.401044772133792139e+04
4.895833333333333037e+00,1.272464340681854810e+04
4.916666666666666075e+00,1.518890231957750802e+04
4.937500000000000000e+00,1.553481837104096485e+04
4.958333333333333037e+00,1.358129145645781318e+04
4.979166666666666075e+00,1.337069886808521551e+04
